Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 384, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,408
  scalars                 : 12
  total                   : 26,346,060
Estimated FLOPs per token: 9.673459e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011249 | lrm: 1.00 | dt: 1466ms | tok/sec: 11,178 | mfu: 7.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.934780 | lrm: 1.00 | dt: 340ms | tok/sec: 48,164 | mfu: 31.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.681718 | lrm: 1.00 | dt: 298ms | tok/sec: 55,050 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.338754 | lrm: 1.00 | dt: 298ms | tok/sec: 54,962 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.028771 | lrm: 1.00 | dt: 298ms | tok/sec: 54,976 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.775651 | lrm: 1.00 | dt: 298ms | tok/sec: 55,036 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.555651 | lrm: 1.00 | dt: 298ms | tok/sec: 54,990 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.381238 | lrm: 1.00 | dt: 298ms | tok/sec: 55,037 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.240231 | lrm: 1.00 | dt: 299ms | tok/sec: 54,867 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.112508 | lrm: 1.00 | dt: 298ms | tok/sec: 55,045 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.993913 | lrm: 1.00 | dt: 298ms | tok/sec: 54,982 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.904808 | lrm: 1.00 | dt: 298ms | tok/sec: 55,029 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.823026 | lrm: 1.00 | dt: 298ms | tok/sec: 54,970 | mfu: 35.5% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.750104 | lrm: 1.00 | dt: 299ms | tok/sec: 54,817 | mfu: 35.4% | epoch: 1 | remaining: 299s    
step 00157 (14.5%) | loss: 4.922000 | lrm: 1.00 | dt: 298ms | tok/sec: 54,908 | mfu: 35.4% | epoch: 1 | remaining: 256s    
step 00158 (14.6%) | loss: 4.922608 | lrm: 1.00 | dt: 298ms | tok/sec: 54,929 | mfu: 35.4% | epoch: 1 | remaining: 256s    
step 00159 (14.7%) | loss: 4.917574 | lrm: 1.00 | dt: 298ms | tok/sec: 54,912 | mfu: 35.4% | epoch: 1 | remaining: 256s    
step 00160 (14.8%) | loss: 4.901896 | lrm: 1.00 | dt: 299ms | tok/sec: 54,839 | mfu: 35.4% | epoch: 1 | remaining: 255s    
step 00161 (14.9%) | loss: 4.892119 | lrm: 1.00 | dt: 298ms | tok/sec: 54,947 | mfu: 35.4% | epoch: 1 | remaining: 255s    
step 00162 (15.0%) | loss: 4.885676 | lrm: 1.00 | dt: 298ms | tok/sec: 54,992 | mfu: 35.5% | epoch: 1 | remaining: 255s    
step 00163 (15.1%) | loss: 4.869035 | lrm: 1.00 | dt: 299ms | tok/sec: 54,850 | mfu: 35.4% | epoch: 1 | remaining: 254s    
step 00164 (15.2%) | loss: 4.861968 | lrm: 1.00 | dt: 299ms | tok/sec: 54,872 | mfu: 35.4% | epoch: 1 | remaining: 254s    
step 00165 (15.3%) | loss: 4.837596 | lrm: 1.00 | dt: 298ms | tok/sec: 54,907 | mfu: 35.4% | epoch: 1 | remaining: 254s    
step 00166 (15.4%) | loss: 4.819926 | lrm: 1.00 | dt: 299ms | tok/sec: 54,880 | mfu: 35.4% | epoch: 1 | remaining: 253s    
step 00167 (15.5%) | loss: 4.818939 | lrm: 1.00 | dt: 298ms | tok/sec: 54,927 | mfu: 35.4% | epoch: 1 | remaining: 253s    
step 00168 (15.6%) | loss: 4.818879 | lrm: 1.00 | dt: 298ms | tok/sec: 54,988 | mfu: 35.5% | epoch: 1 | remaining: 253s    
step 00169 (15.7%) | loss: 4.808463 | lrm: 1.00 | dt: 299ms | tok/sec: 54,789 | mfu: 35.3% | epoch: 1 | remaining: 253s    
step 00170 (15.8%) | loss: 4.808243 | lrm: 1.00 | dt: 299ms | tok/sec: 54,843 | mfu: 35.4% | epoch: 1 | remaining: 252s    
step 00171 (15.9%) | loss: 4.808090 | lrm: 1.00 | dt: 298ms | tok/sec: 54,923 | mfu: 35.4% | epoch: 1 | remaining: 252s    
step 00172 (16.0%) | loss: 4.808069 | lrm: 1.00 | dt: 298ms | tok/sec: 54,905 | mfu: 35.4% | epoch: 1 | remaining: 252s    
step 00173 (16.1%) | loss: 4.818735 | lrm: 1.00 | dt: 298ms | tok/sec: 54,963 | mfu: 35.4% | epoch: 1 | remaining: 251s    
step 00174 (16.2%) | loss: 4.815960 | lrm: 1.00 | dt: 298ms | tok/sec: 54,967 | mfu: 35.4% | epoch: 1 | remaining: 251s    
step 00175 (16.3%) | loss: 4.804251 | lrm: 1.00 | dt: 298ms | tok/sec: 54,929 | mfu: 35.4% | epoch: 1 | remaining: 251s    
step 00176 (16.4%) | loss: 4.795333 | lrm: 1.00 | dt: 299ms | tok/sec: 54,756 | mfu: 35.3% | epoch: 1 | remaining: 250s    
step 00177 (16.5%) | loss: 4.783972 | lrm: 1.00 | dt: 298ms | tok/sec: 54,940 | mfu: 35.4% | epoch: 1 | remaining: 250s    
step 00178 (16.6%) | loss: 4.770055 | lrm: 1.00 | dt: 298ms | tok/sec: 54,917 | mfu: 35.4% | epoch: 1 | remaining: 250s    
step 00179 (16.7%) | loss: 4.764955 | lrm: 1.00 | dt: 299ms | tok/sec: 54,877 | mfu: 35.4% | epoch: 1 | remaining: 250s    
step 00180 (16.8%) | loss: 4.767611 | lrm: 1.00 | dt: 298ms | tok/sec: 54,946 | mfu: 35.4% | epoch: 1 | remaining: 249s    
step 00181 (16.9%) | loss: 4.761857 | lrm: 1.00 | dt: 299ms | tok/sec: 54,845 | mfu: 35.4% | epoch: 1 | remaining: 249s    
step 00182 (17.0%) | loss: 4.762916 | lrm: 1.00 | dt: 299ms | tok/sec: 54,810 | mfu: 35.3% | epoch: 1 | remaining: 249s    
step 00183 (17.1%) | loss: 4.771552 | lrm: 1.00 | dt: 298ms | tok/sec: 54,904 | mfu: 35.4% | epoch: 1 | remaining: 248s    
step 00184 (17.2%) | loss: 4.762132 | lrm: 1.00 | dt: 298ms | tok/sec: 54,965 | mfu: 35.4% | epoch: 1 | remaining: 248s    
step 00185 (17.3%) | loss: 4.752265 | lrm: 1.00 | dt: 298ms | tok/sec: 54,993 | mfu: 35.5% | epoch: 1 | remaining: 248s    
step 00186 (17.4%) | loss: 4.752561 | lrm: 1.00 | dt: 298ms | tok/sec: 55,009 | mfu: 35.5% | epoch: 1 | remaining: 247s    
step 00187 (17.5%) | loss: 4.745126 | lrm: 1.00 | dt: 299ms | tok/sec: 54,832 | mfu: 35.4% | epoch: 1 | remaining: 247s    
step 00188 (17.6%) | loss: 4.750976 | lrm: 1.00 | dt: 298ms | tok/sec: 54,952 | mfu: 35.4% | epoch: 1 | remaining: 247s    
step 00189 (17.7%) | loss: 4.748397 | lrm: 1.00 | dt: 298ms | tok/sec: 54,890 | mfu: 35.4% | epoch: 1 | remaining: 247s    
step 00190 (17.8%) | loss: 4.734304 | lrm: 1.00 | dt: 299ms | tok/sec: 54,805 | mfu: 35.3% | epoch: 1 | remaining: 246s    
step 00191 (17.9%) | loss: 4.724018 | lrm: 1.00 | dt: 298ms | tok/sec: 54,940 | mfu: 35.4% | epoch: 1 | remaining: 246s    
step 00192 (18.0%) | loss: 4.729636 | lrm: 1.00 | dt: 299ms | tok/sec: 54,864 | mfu: 35.4% | epoch: 1 | remaining: 246s    
step 00193 (18.1%) | loss: 4.713606 | lrm: 1.00 | dt: 299ms | tok/sec: 54,832 | mfu: 35.4% | epoch: 1 | remaining: 245s    
step 00194 (18.2%) | loss: 4.706876 | lrm: 1.00 | dt: 298ms | tok/sec: 54,909 | mfu: 35.4% | epoch: 1 | remaining: 245s    
step 00195 (18.3%) | loss: 4.712803 | lrm: 1.00 | dt: 298ms | tok/sec: 54,998 | mfu: 35.5% | epoch: 1 | remaining: 245s    
step 00196 (18.4%) | loss: 4.710610 | lrm: 1.00 | dt: 298ms | tok/sec: 54,939 | mfu: 35.4% | epoch: 1 | remaining: 244s    
step 00197 (18.5%) | loss: 4.695030 | lrm: 1.00 | dt: 298ms | tok/sec: 54,887 | mfu: 35.4% | epoch: 1 | remaining: 244s    
step 00198 (18.6%) | loss: 4.694302 | lrm: 1.00 | dt: 299ms | tok/sec: 54,756 | mfu: 35.3% | epoch: 1 | remaining: 244s    
step 00199 (18.7%) | loss: 4.690399 | lrm: 1.00 | dt: 298ms | tok/sec: 54,940 | mfu: 35.4% | epoch: 1 | remaining: 244s    
step 00200 (18.8%) | loss: 4.688487 | lrm: 1.00 | dt: 299ms | tok/sec: 54,831 | mfu: 35.4% | epoch: 1 | remaining: 243s    
step 00201 (18.9%) | loss: 4.691382 | lrm: 1.00 | dt: 298ms | tok/sec: 55,017 | mfu: 35.5% | epoch: 1 | remaining: 243s    
step 00202 (19.0%) | loss: 4.677761 | lrm: 1.00 | dt: 299ms | tok/sec: 54,873 | mfu: 35.4% | epoch: 1 | remaining: 243s    
step 00203 (19.1%) | loss: 4.671759 | lrm: 1.00 | dt: 298ms | tok/sec: 55,029 | mfu: 35.5% | epoch: 1 | remaining: 242s    
step 00204 (19.2%) | loss: 4.670631 | lrm: 1.00 | dt: 298ms | tok/sec: 55,023 | mfu: 35.5% | epoch: 1 | remaining: 242s    
step 00205 (19.3%) | loss: 4.660794 | lrm: 1.00 | dt: 299ms | tok/sec: 54,851 | mfu: 35.4% | epoch: 1 | remaining: 242s    
step 00206 (19.4%) | loss: 4.658794 | lrm: 1.00 | dt: 298ms | tok/sec: 54,927 | mfu: 35.4% | epoch: 1 | remaining: 242s    
step 00207 (19.5%) | loss: 4.659104 | lrm: 1.00 | dt: 299ms | tok/sec: 54,812 | mfu: 35.3% | epoch: 1 | remaining: 241s    
step 00208 (19.6%) | loss: 4.653996 | lrm: 1.00 | dt: 298ms | tok/sec: 54,930 | mfu: 35.4% | epoch: 1 | remaining: 241s    
step 00209 (19.7%) | loss: 4.644420 | lrm: 1.00 | dt: 298ms | tok/sec: 54,946 | mfu: 35.4% | epoch: 1 | remaining: 241s    
step 00210 (19.8%) | loss: 4.642041 | lrm: 1.00 | dt: 299ms | tok/sec: 54,814 | mfu: 35.3% | epoch: 1 | remaining: 240s    
step 00211 (19.9%) | loss: 4.630854 | lrm: 1.00 | dt: 298ms | tok/sec: 54,967 | mfu: 35.4% | epoch: 1 | remaining: 240s    
step 00212 (20.0%) | loss: 4.627563 | lrm: 1.00 | dt: 298ms | tok/sec: 54,920 | mfu: 35.4% | epoch: 1 | remaining: 240s    
step 00213 (20.1%) | loss: 4.634355 | lrm: 1.00 | dt: 298ms | tok/sec: 55,020 | mfu: 35.5% | epoch: 1 | remaining: 239s    
step 00214 (20.2%) | loss: 4.621199 | lrm: 1.00 | dt: 298ms | tok/sec: 54,936 | mfu: 35.4% | epoch: 1 | remaining: 239s    
step 00215 (20.3%) | loss: 4.618760 | lrm: 1.00 | dt: 298ms | tok/sec: 54,960 | mfu: 35.4% | epoch: 1 | remaining: 239s    
step 00216 (20.4%) | loss: 4.616574 | lrm: 1.00 | dt: 298ms | tok/sec: 54,974 | mfu: 35.5% | epoch: 1 | remaining: 239s    
step 00217 (20.5%) | loss: 4.617255 | lrm: 1.00 | dt: 299ms | tok/sec: 54,822 | mfu: 35.4% | epoch: 1 | remaining: 238s    
step 00218 (20.6%) | loss: 4.599325 | lrm: 1.00 | dt: 298ms | tok/sec: 55,036 | mfu: 35.5% | epoch: 1 | remaining: 238s    
step 00219 (20.7%) | loss: 4.599903 | lrm: 1.00 | dt: 298ms | tok/sec: 54,959 | mfu: 35.4% | epoch: 1 | remaining: 238s    
step 00220 (20.8%) | loss: 4.590840 | lrm: 1.00 | dt: 298ms | tok/sec: 54,938 | mfu: 35.4% | epoch: 1 | remaining: 237s    
step 00221 (20.9%) | loss: 4.592159 | lrm: 1.00 | dt: 298ms | tok/sec: 54,985 | mfu: 35.5% | epoch: 1 | remaining: 237s    
step 00222 (21.0%) | loss: 4.594782 | lrm: 1.00 | dt: 298ms | tok/sec: 54,986 | mfu: 35.5% | epoch: 1 | remaining: 237s    
step 00223 (21.1%) | loss: 4.593375 | lrm: 1.00 | dt: 298ms | tok/sec: 54,905 | mfu: 35.4% | epoch: 1 | remaining: 236s    
step 00224 (21.2%) | loss: 4.588903 | lrm: 1.00 | dt: 299ms | tok/sec: 54,875 | mfu: 35.4% | epoch: 1 | remaining: 236s    
step 00225 (21.3%) | loss: 4.580427 | lrm: 1.00 | dt: 298ms | tok/sec: 55,003 | mfu: 35.5% | epoch: 1 | remaining: 236s    
step 00226 (21.4%) | loss: 4.579171 | lrm: 1.00 | dt: 298ms | tok/sec: 54,975 | mfu: 35.5% | epoch: 1 | remaining: 236s    
step 00227 (21.5%) | loss: 4.581990 | lrm: 1.00 | dt: 298ms | tok/sec: 54,902 | mfu: 35.4% | epoch: 1 | remaining: 235s    
step 00228 (21.6%) | loss: 4.580700 | lrm: 1.00 | dt: 298ms | tok/sec: 54,902 | mfu: 35.4% | epoch: 1 | remaining: 235s    
step 00229 (21.7%) | loss: 4.566756 | lrm: 1.00 | dt: 298ms | tok/sec: 54,988 | mfu: 35.5% | epoch: 1 | remaining: 235s    
step 00230 (21.8%) | loss: 4.569675 | lrm: 1.00 | dt: 298ms | tok/sec: 54,916 | mfu: 35.4% | epoch: 1 | remaining: 234s    
step 00231 (21.9%) | loss: 4.564804 | lrm: 1.00 | dt: 298ms | tok/sec: 54,950 | mfu: 35.4% | epoch: 1 | remaining: 234s    
step 00232 (22.0%) | loss: 4.570576 | lrm: 1.00 | dt: 298ms | tok/sec: 54,982 | mfu: 35.5% | epoch: 1 | remaining: 234s    
step 00233 (22.1%) | loss: 4.566837 | lrm: 1.00 | dt: 298ms | tok/sec: 54,995 | mfu: 35.5% | epoch: 1 | remaining: 233s    
step 00234 (22.2%) | loss: 4.567003 | lrm: 1.00 | dt: 298ms | tok/sec: 54,957 | mfu: 35.4% | epoch: 1 | remaining: 233s    
step 00235 (22.3%) | loss: 4.568099 | lrm: 1.00 | dt: 298ms | tok/sec: 54,957 | mfu: 35.4% | epoch: 1 | remaining: 233s    
step 00236 (22.4%) | loss: 4.552090 | lrm: 1.00 | dt: 299ms | tok/sec: 54,785 | mfu: 35.3% | epoch: 1 | remaining: 233s    
step 00237 (22.5%) | loss: 4.554653 | lrm: 1.00 | dt: 298ms | tok/sec: 54,910 | mfu: 35.4% | epoch: 1 | remaining: 232s    
step 00238 (22.6%) | loss: 4.559792 | lrm: 1.00 | dt: 298ms | tok/sec: 54,945 | mfu: 35.4% | epoch: 1 | remaining: 232s    
step 00239 (22.7%) | loss: 4.550799 | lrm: 1.00 | dt: 298ms | tok/sec: 54,919 | mfu: 35.4% | epoch: 1 | remaining: 232s    
step 00240 (22.8%) | loss: 4.553898 | lrm: 1.00 | dt: 298ms | tok/sec: 55,053 | mfu: 35.5% | epoch: 1 | remaining: 231s    
step 00241 (22.9%) | loss: 4.558668 | lrm: 1.00 | dt: 298ms | tok/sec: 54,929 | mfu: 35.4% | epoch: 1 | remaining: 231s    
step 00242 (23.0%) | loss: 4.555435 | lrm: 1.00 | dt: 299ms | tok/sec: 54,787 | mfu: 35.3% | epoch: 1 | remaining: 231s    
step 00243 (23.1%) | loss: 4.553648 | lrm: 1.00 | dt: 298ms | tok/sec: 54,927 | mfu: 35.4% | epoch: 1 | remaining: 230s    
step 00244 (23.2%) | loss: 4.557715 | lrm: 1.00 | dt: 298ms | tok/sec: 54,946 | mfu: 35.4% | epoch: 1 | remaining: 230s    
step 00245 (23.3%) | loss: 4.550589 | lrm: 1.00 | dt: 299ms | tok/sec: 54,759 | mfu: 35.3% | epoch: 1 | remaining: 230s    
step 00246 (23.4%) | loss: 4.533128 | lrm: 1.00 | dt: 298ms | tok/sec: 54,947 | mfu: 35.4% | epoch: 1 | remaining: 230s    
step 00247 (23.5%) | loss: 4.530452 | lrm: 1.00 | dt: 299ms | tok/sec: 54,873 | mfu: 35.4% | epoch: 1 | remaining: 229s    
step 00248 (23.6%) | loss: 4.534359 | lrm: 1.00 | dt: 299ms | tok/sec: 54,846 | mfu: 35.4% | epoch: 1 | remaining: 229s    
step 00249 (23.7%) | loss: 4.532639 | lrm: 1.00 | dt: 298ms | tok/sec: 55,017 | mfu: 35.5% | epoch: 1 | remaining: 229s    
step 00250 (23.8%) | loss: 4.532222 | lrm: 1.00 | dt: 298ms | tok/sec: 55,003 | mfu: 35.5% | epoch: 1 | remaining: 228s    
step 00251 (23.9%) | loss: 4.534151 | lrm: 1.00 | dt: 298ms | tok/sec: 54,923 | mfu: 35.4% | epoch: 1 | remaining: 228s    
step 00252 (24.0%) | loss: 4.524400 | lrm: 1.00 | dt: 299ms | tok/sec: 54,805 | mfu: 35.3% | epoch: 1 | remaining: 228s    
step 00253 (24.1%) | loss: 4.523287 | lrm: 1.00 | dt: 298ms | tok/sec: 55,040 | mfu: 35.5% | epoch: 1 | remaining: 227s    
step 00254 (24.2%) | loss: 4.514534 | lrm: 1.00 | dt: 299ms | tok/sec: 54,777 | mfu: 35.3% | epoch: 1 | remaining: 227s    
step 00255 (24.3%) | loss: 4.515795 | lrm: 1.00 | dt: 298ms | tok/sec: 54,924 | mfu: 35.4% | epoch: 1 | remaining: 227s    
step 00256 (24.4%) | loss: 4.515271 | lrm: 1.00 | dt: 298ms | tok/sec: 54,969 | mfu: 35.5% | epoch: 1 | remaining: 227s    
step 00257 (24.5%) | loss: 4.510485 | lrm: 1.00 | dt: 298ms | tok/sec: 54,965 | mfu: 35.4% | epoch: 1 | remaining: 226s    
step 00258 (24.6%) | loss: 4.504467 | lrm: 1.00 | dt: 298ms | tok/sec: 54,951 | mfu: 35.4% | epoch: 1 | remaining: 226s    
step 00259 (24.7%) | loss: 4.497725 | lrm: 1.00 | dt: 298ms | tok/sec: 54,945 | mfu: 35.4% | epoch: 1 | remaining: 226s    
step 00260 (24.8%) | loss: 4.495696 | lrm: 1.00 | dt: 299ms | tok/sec: 54,884 | mfu: 35.4% | epoch: 1 | remaining: 225s    
step 00261 (24.9%) | loss: 4.492863 | lrm: 1.00 | dt: 299ms | tok/sec: 54,871 | mfu: 35.4% | epoch: 1 | remaining: 225s    
step 00262 (25.0%) | loss: 4.500358 | lrm: 1.00 | dt: 298ms | tok/sec: 54,964 | mfu: 35.4% | epoch: 1 | remaining: 225s    
step 00263 (25.1%) | loss: 4.497101 | lrm: 1.00 | dt: 299ms | tok/sec: 54,864 | mfu: 35.4% | epoch: 1 | remaining: 225s    
step 00264 (25.2%) | loss: 4.498814 | lrm: 1.00 | dt: 298ms | tok/sec: 54,949 | mfu: 35.4% | epoch: 1 | remaining: 224s    
step 00265 (25.3%) | loss: 4.505570 | lrm: 1.00 | dt: 298ms | tok/sec: 54,909 | mfu: 35.4% | epoch: 1 | remaining: 224s    
step 00266 (25.4%) | loss: 4.496975 | lrm: 1.00 | dt: 298ms | tok/sec: 54,890 | mfu: 35.4% | epoch: 1 | remaining: 224s    
step 00267 (25.5%) | loss: 4.487559 | lrm: 1.00 | dt: 298ms | tok/sec: 54,956 | mfu: 35.4% | epoch: 1 | remaining: 223s    
step 00268 (25.6%) | loss: 4.490090 | lrm: 1.00 | dt: 298ms | tok/sec: 54,955 | mfu: 35.4% | epoch: 1 | remaining: 223s    
step 00269 (25.7%) | loss: 4.482736 | lrm: 1.00 | dt: 298ms | tok/sec: 54,983 | mfu: 35.5% | epoch: 1 | remaining: 223s    
step 00270 (25.8%) | loss: 4.482587 | lrm: 1.00 | dt: 298ms | tok/sec: 54,899 | mfu: 35.4% | epoch: 1 | remaining: 222s    
step 00271 (25.9%) | loss: 4.488584 | lrm: 1.00 | dt: 298ms | tok/sec: 54,916 | mfu: 35.4% | epoch: 1 | remaining: 222s    
step 00272 (26.0%) | loss: 4.481542 | lrm: 1.00 | dt: 298ms | tok/sec: 54,927 | mfu: 35.4% | epoch: 1 | remaining: 222s    
step 00273 (26.1%) | loss: 4.487172 | lrm: 1.00 | dt: 298ms | tok/sec: 54,925 | mfu: 35.4% | epoch: 1 | remaining: 222s    
step 00274 (26.2%) | loss: 4.489874 | lrm: 1.00 | dt: 299ms | tok/sec: 54,767 | mfu: 35.3% | epoch: 1 | remaining: 221s    
step 00275 (26.3%) | loss: 4.483882 | lrm: 1.00 | dt: 298ms | tok/sec: 54,979 | mfu: 35.5% | epoch: 1 | remaining: 221s    
step 00276 (26.4%) | loss: 4.478189 | lrm: 1.00 | dt: 298ms | tok/sec: 54,962 | mfu: 35.4% | epoch: 1 | remaining: 221s    
step 00277 (26.5%) | loss: 4.474895 | lrm: 1.00 | dt: 298ms | tok/sec: 54,969 | mfu: 35.4% | epoch: 1 | remaining: 220s    
step 00278 (26.6%) | loss: 4.470991 | lrm: 1.00 | dt: 298ms | tok/sec: 54,996 | mfu: 35.5% | epoch: 1 | remaining: 220s    
step 00279 (26.7%) | loss: 4.451378 | lrm: 1.00 | dt: 298ms | tok/sec: 54,945 | mfu: 35.4% | epoch: 1 | remaining: 220s    
step 00280 (26.8%) | loss: 4.457062 | lrm: 1.00 | dt: 298ms | tok/sec: 54,912 | mfu: 35.4% | epoch: 1 | remaining: 219s    
step 00281 (26.9%) | loss: 4.441278 | lrm: 1.00 | dt: 298ms | tok/sec: 54,960 | mfu: 35.4% | epoch: 1 | remaining: 219s    
step 00282 (27.0%) | loss: 4.434391 | lrm: 1.00 | dt: 299ms | tok/sec: 54,867 | mfu: 35.4% | epoch: 1 | remaining: 219s    
step 00283 (27.1%) | loss: 4.440842 | lrm: 1.00 | dt: 298ms | tok/sec: 55,009 | mfu: 35.5% | epoch: 1 | remaining: 219s    
step 00284 (27.2%) | loss: 4.435662 | lrm: 1.00 | dt: 298ms | tok/sec: 55,029 | mfu: 35.5% | epoch: 1 | remaining: 218s    
step 00285 (27.3%) | loss: 4.441344 | lrm: 1.00 | dt: 298ms | tok/sec: 54,916 | mfu: 35.4% | epoch: 1 | remaining: 218s    
step 00286 (27.4%) | loss: 4.443683 | lrm: 1.00 | dt: 298ms | tok/sec: 54,954 | mfu: 35.4% | epoch: 1 | remaining: 218s    
step 00287 (27.5%) | loss: 4.447244 | lrm: 1.00 | dt: 298ms | tok/sec: 54,916 | mfu: 35.4% | epoch: 1 | remaining: 217s    
step 00288 (27.6%) | loss: 4.447392 | lrm: 1.00 | dt: 298ms | tok/sec: 54,911 | mfu: 35.4% | epoch: 1 | remaining: 217s    
step 00289 (27.7%) | loss: 4.449572 | lrm: 1.00 | dt: 298ms | tok/sec: 54,947 | mfu: 35.4% | epoch: 1 | remaining: 217s    
step 00290 (27.8%) | loss: 4.443893 | lrm: 1.00 | dt: 298ms | tok/sec: 54,892 | mfu: 35.4% | epoch: 1 | remaining: 216s    
step 00291 (27.9%) | loss: 4.443743 | lrm: 1.00 | dt: 298ms | tok/sec: 54,891 | mfu: 35.4% | epoch: 1 | remaining: 216s    
step 00292 (27.9%) | loss: 4.446452 | lrm: 1.00 | dt: 298ms | tok/sec: 55,036 | mfu: 35.5% | epoch: 1 | remaining: 216s    
step 00293 (28.0%) | loss: 4.434446 | lrm: 1.00 | dt: 298ms | tok/sec: 55,003 | mfu: 35.5% | epoch: 1 | remaining: 216s    
step 00294 (28.1%) | loss: 4.436555 | lrm: 1.00 | dt: 298ms | tok/sec: 54,891 | mfu: 35.4% | epoch: 1 | remaining: 215s    
step 00295 (28.2%) | loss: 4.441231 | lrm: 1.00 | dt: 298ms | tok/sec: 54,976 | mfu: 35.5% | epoch: 1 | remaining: 215s    
step 00296 (28.3%) | loss: 4.433786 | lrm: 1.00 | dt: 299ms | tok/sec: 54,790 | mfu: 35.3% | epoch: 1 | remaining: 215s    
step 00297 (28.4%) | loss: 4.429872 | lrm: 1.00 | dt: 298ms | tok/sec: 54,953 | mfu: 35.4% | epoch: 1 | remaining: 214s    
step 00298 (28.5%) | loss: 4.435172 | lrm: 1.00 | dt: 298ms | tok/sec: 54,918 | mfu: 35.4% | epoch: 1 | remaining: 214s    
step 00299 (28.6%) | loss: 4.424042 | lrm: 1.00 | dt: 298ms | tok/sec: 54,923 | mfu: 35.4% | epoch: 1 | remaining: 214s    
step 00300 (28.7%) | loss: 4.418074 | lrm: 1.00 | dt: 298ms | tok/sec: 54,905 | mfu: 35.4% | epoch: 1 | remaining: 213s    
step 00301 (28.8%) | loss: 4.414698 | lrm: 1.00 | dt: 298ms | tok/sec: 54,910 | mfu: 35.4% | epoch: 1 | remaining: 213s    
step 00302 (28.9%) | loss: 4.414221 | lrm: 1.00 | dt: 299ms | tok/sec: 54,871 | mfu: 35.4% | epoch: 1 | remaining: 213s    
step 00303 (29.0%) | loss: 4.409912 | lrm: 1.00 | dt: 298ms | tok/sec: 54,939 | mfu: 35.4% | epoch: 1 | remaining: 213s    
step 00304 (29.1%) | loss: 4.416840 | lrm: 1.00 | dt: 298ms | tok/sec: 54,985 | mfu: 35.5% | epoch: 1 | remaining: 212s    
step 00305 (29.2%) | loss: 4.421684 | lrm: 1.00 | dt: 298ms | tok/sec: 54,995 | mfu: 35.5% | epoch: 1 | remaining: 212s    
step 00306 (29.3%) | loss: 4.411076 | lrm: 1.00 | dt: 298ms | tok/sec: 54,951 | mfu: 35.4% | epoch: 1 | remaining: 212s    
step 00307 (29.4%) | loss: 4.410205 | lrm: 1.00 | dt: 298ms | tok/sec: 55,033 | mfu: 35.5% | epoch: 1 | remaining: 211s    
step 00308 (29.5%) | loss: 4.412595 | lrm: 1.00 | dt: 298ms | tok/sec: 54,971 | mfu: 35.5% | epoch: 1 | remaining: 211s    
step 00309 (29.6%) | loss: 4.411981 | lrm: 1.00 | dt: 299ms | tok/sec: 54,801 | mfu: 35.3% | epoch: 1 | remaining: 211s    
step 00310 (29.7%) | loss: 4.398075 | lrm: 1.00 | dt: 298ms | tok/sec: 54,969 | mfu: 35.4% | epoch: 1 | remaining: 210s    
step 00311 (29.8%) | loss: 4.392559 | lrm: 1.00 | dt: 298ms | tok/sec: 54,918 | mfu: 35.4% | epoch: 1 | remaining: 210s    
step 00312 (29.9%) | loss: 4.380791 | lrm: 1.00 | dt: 298ms | tok/sec: 54,923 | mfu: 35.4% | epoch: 1 | remaining: 210s    
step 00313 (30.0%) | loss: 4.398461 | lrm: 1.00 | dt: 298ms | tok/sec: 55,037 | mfu: 35.5% | epoch: 1 | remaining: 210s    
step 00314 (30.1%) | loss: 4.401625 | lrm: 1.00 | dt: 298ms | tok/sec: 54,953 | mfu: 35.4% | epoch: 1 | remaining: 209s    
step 00315 (30.2%) | loss: 4.398931 | lrm: 1.00 | dt: 298ms | tok/sec: 54,953 | mfu: 35.4% | epoch: 1 | remaining: 209s    
